VCHTYPE,DATE,PARTYLEDGERNAME,LEDGERNAME/STOCKITEM,AMOUNT,DEPARTMENT
Sales,Nov-2023,Bogmallo Beach Resort - STAAH,Rb/ST/23-24/1294,Booking Engine & C.M.S. (STAAH),4500,STAAH
Sales,Nov-2023,Bogmallo Beach Resort - STAAH,Rb/ST/23-24/1294,Monthly Fees RM,2000,STAAH
Sales,Nov-2023,Bogmallo Beach Resort - STAAH,Rb/ST/23-24/1294,Monthly Google Listing,3000,STAAH
Sales,Nov-2023,Boomerang  Ashvem (C) - STAAH,Rb/ST/23-24/1295,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Cabo Serai - STAAH,Rb/ST/23-24/1296,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Cabo Serai - STAAH,Rb/ST/23-24/1296,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,Calangute Beach Resort - STAAH,Rb/ST/23-24/1297,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Calangute Grande (Baba Hotels) - STAAH,Rb/ST/23-24/1298,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Goa Electronics - STAAH,Rb/ST/23-24/1299,Monthly Fees  B E,15000,STAAH
Sales,Nov-2023,Goa Tourism Development Corporation Limited - STAAH,Rb/ST/23-24/1300,Monthly Fees C M,67500,STAAH
Sales,Nov-2023,Goa Tourism Development Corporation Limited - STAAH,Rb/ST/23-24/1300,Monthly Fees  B E,7000,STAAH
Sales,Nov-2023,Casa De Goa - STAAH,Rb/ST/23-24/1301,Monthly Fees C M,6000,STAAH
Sales,Nov-2023,Casa De Goa - STAAH,Rb/ST/23-24/1301,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Casa De Goa - STAAH,Rb/ST/23-24/1301,Monthly Google Listing,2000,STAAH
Sales,Nov-2023,Casa Menezes - STAAH,Rb/ST/23-24/1302,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Nov-2023,Casa Severina - STAAH,Rb/ST/23-24/1303,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Casablanc Beach Resorts LLP -STAAH,Rb/ST/23-24/1304,Monthly Fees C M,2500,STAAH
Sales,Nov-2023,Cavala - The Seaside Resort - STAAH,Rb/ST/23-24/1305,Monthly Fees C M,2500,STAAH
Sales,Nov-2023,Chances Resort And Casino - STAAH,Rb/ST/23-24/1306,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Chances Resort And Casino - STAAH,Rb/ST/23-24/1306,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Cochichos Resort - STAAH,Rb/ST/23-24/1307,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Coconut Creek - STAAH,Rb/ST/23-24/1308,Booking Engine & C.M.S. (STAAH),3000,STAAH
Sales,Nov-2023,Coconut Creek - STAAH,Rb/ST/23-24/1308,Monthly Google Listing,2500,STAAH
Sales,Nov-2023,De Mandarin Bangalore - STAAH New,Rb/ST/23-24/1309,Monthly CM (1),4000,STAAH
Sales,Nov-2023,De Mandarin Bangalore - STAAH New,Rb/ST/23-24/1309,Monthly BE (1),1000,STAAH
Sales,Nov-2023,De Mandarin Bangalore - STAAH New,Rb/ST/23-24/1309,Monthly Google Listing  (1),1500,STAAH
Sales,Nov-2023,De Mandarin Beach Suites - STAAH,Rb/ST/23-24/1310,Monthly Fees C M,5000,STAAH
Sales,Nov-2023,De Mandarin Beach Suites - STAAH,Rb/ST/23-24/1310,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,De Mandarin Beach Suites - STAAH,Rb/ST/23-24/1310,Monthly Google Listing,1500,STAAH
Sales,Nov-2023,De Mandarin Goa - STAAH,Rb/ST/23-24/1311,Monthly Fees C M,6000,STAAH
Sales,Nov-2023,De Mandarin Goa - STAAH,Rb/ST/23-24/1311,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,De Mandarin Goa - STAAH,Rb/ST/23-24/1311,Monthly Google Listing,1500,STAAH
Sales,Nov-2023,Devasthali - STAAH,Rb/ST/23-24/1312,Booking Engine & C.M.S. (STAAH),6500,STAAH
Sales,Nov-2023,Andores Resort & Spa - STAAH,Rb/ST/23-24/1313,Booking Engine & C.M.S. (STAAH),3500,STAAH
Sales,Nov-2023,Eros Boutique - STAAH New,Rb/ST/23-24/1314,Monthly Fees C M,2500,STAAH
Sales,Nov-2023,Estrela Do Mar - STAAH,Rb/ST/23-24/1315,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Nov-2023,Fahrenheit Hotels and Resorts - STAAH,Rb/ST/23-24/1316,Monthly Fees C M,5000,STAAH
Sales,Nov-2023,Fahrenheit Hotels and Resorts - STAAH,Rb/ST/23-24/1316,Monthly Fees  B E,2500,STAAH
Sales,Nov-2023,Fahrenheit Hotels and Resorts - STAAH,Rb/ST/23-24/1316,Monthly Fees RM,2500,STAAH
Sales,Nov-2023,Fahrenheit Hotels and Resorts - STAAH,Rb/ST/23-24/1316,Monthly Google Listing,2500,STAAH
Sales,Nov-2023,Ginger Tree Anjuna - STAAH New,Rb/ST/23-24/1317,Monthly Fees C M,3000,STAAH
Sales,Nov-2023,Golden Tulip - STAAH,Rb/ST/23-24/1318,Monthly Fees C M,5000,STAAH
Sales,Nov-2023,Goveia Holiday Homes - STAAH New,Rb/ST/23-24/1319,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Graciano Cottages - STAAH,Rb/ST/23-24/1320,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Grandeur De Sanchi - STAAH,Rb/ST/23-24/1321,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Grandeur De Sanchi - STAAH,Rb/ST/23-24/1321,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Grandeur De Sanchi - STAAH,Rb/ST/23-24/1321,Monthly Fees  B E,950,STAAH
Sales,Nov-2023,Granpa's Inn - STAAH,Rb/ST/23-24/1322,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Hospedaria Abrige De Botelho - STAAH,Rb/ST/23-24/1323,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Hotel Avisha Residency - STAAH,Rb/ST/23-24/1324,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Hotel Calangute Towers - STAAH,Rb/ST/23-24/1325,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Hotel Goan Heritage - STAAH,Rb/ST/23-24/1326,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Hotel Goan Heritage - STAAH,Rb/ST/23-24/1326,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,Iora Baga Beach - STAAH,Rb/ST/23-24/1327,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Hotel La Capitol - STAAH,Rb/ST/23-24/1328,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Hotel La Capitol - STAAH,Rb/ST/23-24/1328,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,Hotel Mayura - STAAH,Rb/ST/23-24/1329,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Nov-2023,Hotel Park Plaza - STAAH,Rb/ST/23-24/1330,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Hotel Park Plaza - STAAH,Rb/ST/23-24/1330,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,Hotel Reemz - STAAH,Rb/ST/23-24/1331,Monthly Fees C M,5000,STAAH
Sales,Nov-2023,Hotel Rezo's - STAAH,Rb/ST/23-24/1332,Monthly Fees C M,2500,STAAH
Sales,Nov-2023,I Love Bell Bottoms Pvt Ltd - STAAH,Rb/ST/23-24/1333,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Nov-2023,Dempo River Sal Resort & Spa - STAAH,Rb/ST/23-24/1334,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Nov-2023,Joia Do Mar (Pentacle) - STAAH New,Rb/ST/23-24/1335,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Joia Do Mar (Pentacle) - STAAH New,Rb/ST/23-24/1335,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Joia Do Mar (Pentacle) - STAAH New,Rb/ST/23-24/1335,Monthly Google Listing,2500,STAAH
Sales,Nov-2023,Jolan's Guest House - STAAH,Rb/ST/23-24/1336,Monthly Fees C M,2100,STAAH
Sales,Nov-2023,Kalki Resorts,Rb/ST/23-24/1337,Monthly Fees C M,3000,STAAH
Sales,Nov-2023,Kamat's Hilltop Leisure - STAAH,Rb/ST/23-24/1338,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Royal Haathi Mahal - STAAH,Rb/ST/23-24/1339,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Royal Haathi Mahal - STAAH,Rb/ST/23-24/1339,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,Koko Maya by Stonewoods - STAAH,Rb/ST/23-24/1340,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,La Grace Resort - STAAH,Rb/ST/23-24/1341,Monthly Fees C M,4250,STAAH
Sales,Nov-2023,La Cabana Beach & Spa - STAAH,Rb/ST/23-24/1342,Monthly Fees C M,5500,STAAH
Sales,Nov-2023,La Cabana Beach & Spa - STAAH,Rb/ST/23-24/1342,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,La Cabana Beach & Spa - STAAH,Rb/ST/23-24/1342,Monthly Google Listing,2500,STAAH
Sales,Nov-2023,La Sunila (C) - STAAH,Rb/ST/23-24/1343,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Lario's Beach Holidays - STAAH,Rb/ST/23-24/1344,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Lario's Beach Holidays - STAAH,Rb/ST/23-24/1344,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Mansionhaus - STAAH,Rb/ST/23-24/1345,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Mansionhaus - STAAH,Rb/ST/23-24/1345,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Maravilha Boutique Resort - STAAH New,Rb/ST/23-24/1346,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Maravilha Boutique Resort - STAAH New,Rb/ST/23-24/1346,Monthly Fees RM,2000,STAAH
Sales,Nov-2023,Marbela Resort - STAAH (C),Rb/ST/23-24/1347,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Marbela Resort - STAAH (C),Rb/ST/23-24/1347,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,Marina Bay - STAAH New,Rb/ST/23-24/1348,Monthly Fees C M,5750,STAAH
Sales,Nov-2023,Marquis Beach Resort - STAAH,Rb/ST/23-24/1349,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Marquis Beach Resort - STAAH,Rb/ST/23-24/1349,Monthly Fees  B E,2500,STAAH
Sales,Nov-2023,Mateus Boutique Hotel - STAAH,Rb/ST/23-24/1350,Monthly Fees C M,2500,STAAH
Sales,Nov-2023,Mi Casa by the Sea - STAAH,Rb/ST/23-24/1351,Monthly Fees C M,2500,STAAH
Sales,Nov-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/1352,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/1352,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/1352,Monthly Fees RM,1000,STAAH
Sales,Nov-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/1352,Monthly Google Listing,1000,STAAH
Sales,Nov-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/1353,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/1353,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/1353,Monthly Fees RM,1000,STAAH
Sales,Nov-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/1353,Monthly Google Listing,1000,STAAH
Sales,Nov-2023,Nanutel - STAAH,Rb/ST/23-24/1354,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Nanutel - STAAH,Rb/ST/23-24/1354,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Nanutel - STAAH,Rb/ST/23-24/1354,Monthly Fees RM,1000,STAAH
Sales,Nov-2023,Nanutel - STAAH,Rb/ST/23-24/1354,Monthly Google Listing,1000,STAAH
Sales,Nov-2023,Nazri Resort - STAAH,Rb/ST/23-24/1355,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Nov-2023,Neelam's The Grand - STAAH,Rb/ST/23-24/1356,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Neelam's The Grand - STAAH,Rb/ST/23-24/1356,Monthly Fees  B E,2250,STAAH
Sales,Nov-2023,Nilaya Hermitage 1 - STAAH,Rb/ST/23-24/1357,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Nilaya Hermitage 1 - STAAH,Rb/ST/23-24/1357,Monthly Fees  B E,2200,STAAH
Sales,Nov-2023,Nirvana Hill Resort - STAAH,Rb/ST/23-24/1358,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Nirvana Hill Resort - STAAH,Rb/ST/23-24/1358,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Nirvana Hill Resort - STAAH,Rb/ST/23-24/1358,Monthly Google Listing,2000,STAAH
Sales,Nov-2023,Pescador - Absolute Waterfront - STAAH,Rb/ST/23-24/1359,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,Nov-2023,O Pierre - STAAH New,Rb/ST/23-24/1360,Booking Engine & C.M.S. (STAAH),3500,STAAH
Sales,Nov-2023,Ocean Suite (C) - STAAH,Rb/ST/23-24/1361,Monthly Fees C M,5000,STAAH
Sales,Nov-2023,Oxel House - STAAH New,Rb/ST/23-24/1362,Monthly Fees C M,1271.18,STAAH
Sales,Nov-2023,Phoenix Park Inn Resort - STAAH,Rb/ST/23-24/1363,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Pinto Rosario Square - Resort & Spa - STAAH,Rb/ST/23-24/1364,Booking Engine & C.M.S. (STAAH),4000,STAAH
Sales,Nov-2023,Prainha Resort By The Sea - STAAH,Rb/ST/23-24/1365,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Okean De Goa (DeSol) - STAAH,Rb/ST/23-24/1366,Monthly Fees C M,6000,STAAH
Sales,Nov-2023,Radisson Goa Candolim - STAAH,Rb/ST/23-24/1367,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Rendezvous Beach Resort - STAAH (C),Rb/ST/23-24/1368,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Resort De Alturas - STAAH,Rb/ST/23-24/1369,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Resort De Alturas - STAAH,Rb/ST/23-24/1369,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,Martins Siesta - STAAH,Rb/ST/23-24/1370,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Martins Siesta - STAAH,Rb/ST/23-24/1370,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Resort Rio - STAAH,Rb/ST/23-24/1371,Monthly Fees C M,5500,STAAH
Sales,Nov-2023,Resort Rio - STAAH,Rb/ST/23-24/1371,Monthly Fees  B E,2500,STAAH
Sales,Nov-2023,Resort Rio - STAAH,Rb/ST/23-24/1371,Monthly Google Listing,800,STAAH
Sales,Nov-2023,Resort Rio - STAAH,Rb/ST/23-24/1371,Monthly Fees RM,2500,STAAH
Sales,Nov-2023,Resort Rio - STAAH,Rb/ST/23-24/1371,Monthly Opera Fee,4500,STAAH
Sales,Nov-2023,Resort Rio - STAAH,Rb/ST/23-24/1371,Monthly Fee Travel Agent Module,2500,STAAH
Sales,Nov-2023,Resort Rio - STAAH,Rb/ST/23-24/1371,Monthly Gift Voucher Engine,3500,STAAH
Sales,Nov-2023,Resort The Lohias - STAAH,Rb/ST/23-24/1372,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Resort The Lohias - STAAH,Rb/ST/23-24/1372,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Rio Boutique - STAAH,Rb/ST/23-24/1373,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Rio Boutique - STAAH,Rb/ST/23-24/1373,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,Rio Boutique - STAAH,Rb/ST/23-24/1373,Monthly Fees RM,1500,STAAH
Sales,Nov-2023,Rio Boutique - STAAH,Rb/ST/23-24/1373,Monthly Google Listing,800,STAAH
Sales,Nov-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/1374,Monthly Fees C M,5000,STAAH
Sales,Nov-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/1374,Monthly Fees  B E,1250,STAAH
Sales,Nov-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/1374,Monthly Fees RM,2000,STAAH
Sales,Nov-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/1374,Monthly Google Listing,2000,STAAH
Sales,Nov-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/1374,Monthly Fee Travel Agent Module,2500,STAAH
Sales,Nov-2023,Riva Gold Coast - STAAH,Rb/ST/23-24/1375,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Riva Gold Coast - STAAH,Rb/ST/23-24/1375,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Rock Valley - STAAH,Rb/ST/23-24/1376,Monthly Fees C M,1500,STAAH
Sales,Nov-2023,Rock Valley - STAAH,Rb/ST/23-24/1376,Monthly Fees  B E,1000,STAAH
Sales,Nov-2023,Salcete Beach Resort - STAAH,Rb/ST/23-24/1377,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Sandalwood Hotel & Retreat - STAAH,Rb/ST/23-24/1378,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Sanskruti Quality Resort - STAAH,Rb/ST/23-24/1379,Monthly CM (1),4500,STAAH
Sales,Nov-2023,Sea Mist Resorts - STAAH,Rb/ST/23-24/1380,Monthly Fees C M,4250,STAAH
Sales,Nov-2023,Sea Mist Resorts - STAAH,Rb/ST/23-24/1380,Monthly Fees C M,2500,STAAH
Sales,Nov-2023,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/1381,Monthly Fees C M,5500,STAAH
Sales,Nov-2023,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/1381,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/1381,Monthly Google Listing,2200,STAAH
Sales,Nov-2023,Sea Shell Villas - STAAH,Rb/ST/23-24/1382,Monthly Fees C M,5250,STAAH
Sales,Nov-2023,Sea Shell Villas - STAAH,Rb/ST/23-24/1382,Monthly Fees  B E,2750,STAAH
Sales,Nov-2023,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/1383,Monthly Fees C M,5000,STAAH
Sales,Nov-2023,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/1383,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/1383,Monthly Google Listing,2500,STAAH
Sales,Nov-2023,Sibaya Beach Resort - STAAH,Rb/ST/23-24/1384,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Sibaya Beach Resort - STAAH,Rb/ST/23-24/1384,Monthly Fees  B E,1000,STAAH
Sales,Nov-2023,Silver Sands Hideaway - STAAH,Rb/ST/23-24/1385,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Silver Sands Hideaway - STAAH,Rb/ST/23-24/1385,Monthly Fees  B E,2250,STAAH
Sales,Nov-2023,Silver Sands Holiday Village - STAAH,Rb/ST/23-24/1386,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Silver Sands Holiday Village - STAAH,Rb/ST/23-24/1386,Monthly Fees  B E,2250,STAAH
Sales,Nov-2023,Silver Sands Serenity - STAAH,Rb/ST/23-24/1387,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Silver Sands Serenity - STAAH,Rb/ST/23-24/1387,Monthly Fees  B E,2250,STAAH
Sales,Nov-2023,Silver Sands Sunshine - STAAH,Rb/ST/23-24/1388,Monthly Fees C M,5000,STAAH
Sales,Nov-2023,Silver Sands Sunshine - STAAH,Rb/ST/23-24/1388,Monthly Fees  B E,2250,STAAH
Sales,Nov-2023,Sinq Properties - STAAH,Rb/ST/23-24/1389,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Nov-2023,Sinq Properties - STAAH,Rb/ST/23-24/1390,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Nov-2023,Sinq Properties - STAAH,Rb/ST/23-24/1391,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Nov-2023,Sinq Properties - STAAH,Rb/ST/23-24/1392,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Nov-2023,Sinq Properties - STAAH,Rb/ST/23-24/1393,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,Nov-2023,Sonesta Inn Pvt. Ltd./Hotel,Rb/ST/23-24/1394,Booking Engine & C.M.S. (STAAH),7500,STAAH
Sales,Nov-2023,Soul Vacation - STAAH,Rb/ST/23-24/1395,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Soul Vacation - STAAH,Rb/ST/23-24/1395,Monthly Fees  B E,1000,STAAH
Sales,Nov-2023,Span Suites & Villas - STAAH,Rb/ST/23-24/1396,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,Span Suites & Villas - STAAH,Rb/ST/23-24/1396,Monthly Fees  B E,2250,STAAH
Sales,Nov-2023,Spazio Leisure Resort -  STAAH (New),Rb/ST/23-24/1397,Booking Engine & C.M.S. (STAAH),6500,STAAH
Sales,Nov-2023,Stonewoods Beach Resort & Spa - STAAH,Rb/ST/23-24/1398,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Stone Woods Nature Resort - STAAH New,Rb/ST/23-24/1399,Monthly CM (1),4000,STAAH
Sales,Nov-2023,Stone Wood Riverfront Resort - STAAH,Rb/ST/23-24/1400,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Stone Wood Resort & Spa - STAAH,Rb/ST/23-24/1401,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Stonewood Village resort - STAAH,Rb/ST/23-24/1402,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Sun City Resort - STAAH,Rb/ST/23-24/1403,Monthly Fees C M,4250,STAAH
Sales,Nov-2023,Sun City Resort - STAAH,Rb/ST/23-24/1403,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Sunset Beach Resort - STAAH,Rb/ST/23-24/1404,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Sunset Beach Resort - STAAH,Rb/ST/23-24/1404,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Tangerine Boutique Resort - STAAH,Rb/ST/23-24/1405,Monthly Fees C M,4250,STAAH
Sales,Nov-2023,The Acacia Hotel & Spa Goa - STAAH,Rb/ST/23-24/1406,Monthly Fees C M,5250,STAAH
Sales,Nov-2023,The Acacia Hotel & Spa Goa - STAAH,Rb/ST/23-24/1406,Monthly Fees  B E,2750,STAAH
Sales,Nov-2023,The Acacia Hotel & Spa Goa - STAAH,Rb/ST/23-24/1406,Monthly Fees RM,2000,STAAH
Sales,Nov-2023,The Acacia Morjim Oceanfront - STAAH,Rb/ST/23-24/1407,Monthly Fees C M,5000,STAAH
Sales,Nov-2023,The Acacia Morjim Oceanfront - STAAH,Rb/ST/23-24/1407,Monthly Fees  B E,2500,STAAH
Sales,Nov-2023,The Acacia Morjim Oceanfront - STAAH,Rb/ST/23-24/1407,Monthly Fees RM,2000,STAAH
Sales,Nov-2023,The Baga Beach Resort - STAAH,Rb/ST/23-24/1408,Booking Engine & C.M.S. (STAAH),7000,STAAH
Sales,Nov-2023,The Crown - STAAH,Rb/ST/23-24/1409,Monthly Fees C M,5000,STAAH
Sales,Nov-2023,The Crown - STAAH,Rb/ST/23-24/1409,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,The Crown - STAAH,Rb/ST/23-24/1409,Monthly Google Listing,-1250,STAAH
Sales,Nov-2023,The Flora Grand - STAAH New,Rb/ST/23-24/1410,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,The Flora Residency - STAAH New,Rb/ST/23-24/1411,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,The HQ - STAAH,Rb/ST/23-24/1412,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,The HQ - STAAH,Rb/ST/23-24/1412,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,The HQ - STAAH,Rb/ST/23-24/1412,Monthly Fees RM,2000,STAAH
Sales,Nov-2023,The Ocean Park (New) - STAAH,Rb/ST/23-24/1413,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,The White Balcao - STAAH,Rb/ST/23-24/1414,Monthly Fees C M,2500,STAAH
Sales,Nov-2023,Ultimate Stay - STAAH,Rb/ST/23-24/1415,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Vacayom Homestay Hospitality - STAAH,Rb/ST/23-24/1416,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Varanda Do Mar - STAAH,Rb/ST/23-24/1417,Monthly Fees C M,5500,STAAH
Sales,Nov-2023,Varanda Do Mar - STAAH,Rb/ST/23-24/1417,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Vedic Resorts & Hotels Pvt. Ltd - STAAH,Rb/ST/23-24/1418,Monthly CM (1),4500,STAAH
Sales,Nov-2023,Vedic Resorts & Hotels Pvt. Ltd - STAAH,Rb/ST/23-24/1418,Monthly BE (1),2500,STAAH
Sales,Nov-2023,Vedic Resorts & Hotels Pvt. Ltd - STAAH,Rb/ST/23-24/1418,Monthly Fees RM (1),2500,STAAH
Sales,Nov-2023,Vedic Resorts & Hotels Pvt. Ltd - STAAH,Rb/ST/23-24/1418,Monthly Google Listing  (1),2500,STAAH
Sales,Nov-2023,Veera Strand Park Serviced Apartments - STAAH,Rb/ST/23-24/1419,Booking Engine & C.M.S. (STAAH),4500,STAAH
Sales,Nov-2023,Villa De Orange - STAAH,Rb/ST/23-24/1420,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Viva Hotel -  STAAH,Rb/ST/23-24/1421,Monthly Fees C M,3500,STAAH
Sales,Nov-2023,Viva Hotel -  STAAH,Rb/ST/23-24/1421,Monthly Fees  B E,1500,STAAH
Sales,Nov-2023,Vivenda Rebelo - STAAH New,Rb/ST/23-24/1422,Monthly Fees C M,3000,STAAH
Sales,Nov-2023,Whispering Palms - STAAH,Rb/ST/23-24/1423,Booking Engine & C.M.S. (STAAH),8000,STAAH
Sales,Nov-2023,Whispering Palms - STAAH,Rb/ST/23-24/1423,Monthly Google Listing,2500,STAAH
Sales,Nov-2023,White Square Nirvana - STAAH,Rb/ST/23-24/1424,Booking Engine & C.M.S. (STAAH),4000,STAAH
Sales,Nov-2023,White Woods Resort & Spa - STAAH,Rb/ST/23-24/1425,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,Wood House Beach Resort - STAAH,Rb/ST/23-24/1426,Monthly Fees C M,4000,STAAH
Sales,Nov-2023,YU Hotel - STAAH,Rb/ST/23-24/1427,Monthly Fees C M,4500,STAAH
Sales,Nov-2023,YU Hotel - STAAH,Rb/ST/23-24/1427,Monthly Fees  B E,2000,STAAH
Sales,Nov-2023,YU Hotel - STAAH,Rb/ST/23-24/1427,Monthly Google Listing,2000,STAAH
Sales,Nov-2023,Bellflower Alidia Beach Resort - STAAH,Rb/ST/23-24/1428,Monthly Fees C M,12750,STAAH
Sales,Nov-2023,Coquerial Holiday Homes - STAAH,Rb/ST/23-24/1429,Booking Engine & C.M.S. (STAAH),4500,STAAH
